id,documento,tipo_persona
64380,41660-5336,EMPLEADO
64381,12408-5227,EGRESADO
64382,15731-8679,VECINO
64383,88443-8144,EMPLEADO
64384,48491-7832,ESTUDIANTE
64385,03122-1021,PROFESOR
64386,74156-2126,EMPLEADO
64387,05584-1015,EGRESADO
64388,34137-6086,EMPLEADO
64389,93025-9078,NO_RELACIONADO
64390,81158-9677,PADRE
64391,36906-8713,EGRESADO
64392,61468-6228,PROFESOR
64393,66017-2738,EGRESADO
64394,40736-7395,ESTUDIANTE
64395,53158-8622,VECINO
64396,76772-2335,NO_RELACIONADO
64397,44120-5677,PROFESOR
64398,94976-4538,PROFESOR
64399,17983-1238,NO_RELACIONADO
64400,32962-9500,ESTUDIANTE
64401,86850-3009,EMPLEADO
64402,78249-8181,VECINO
64403,26697-9106,EGRESADO
64404,42414-1386,PADRE
64405,51897-2243,EMPLEADO
64406,14886-4301,PADRE
64407,44370-1911,ESTUDIANTE
64408,53805-7740,ESTUDIANTE
64409,21837-8987,ESTUDIANTE
64410,53220-5888,EGRESADO
64411,17847-3951,ESTUDIANTE
64412,17448-9377,EGRESADO
64413,13381-5361,PADRE
64414,21531-6591,EGRESADO
64415,22968-8271,ESTUDIANTE
64416,61846-6201,ESTUDIANTE
64417,63417-5639,PROFESOR
64418,00322-6303,PADRE
64419,55934-2861,NO_RELACIONADO
64420,48331-9900,NO_RELACIONADO
64421,92897-8027,NO_RELACIONADO
64422,05741-3729,NO_RELACIONADO
64423,04416-4097,EMPLEADO
64424,71472-9159,EGRESADO
64425,97273-2392,VECINO
64426,63113-8651,PROFESOR
64427,06441-7706,PROFESOR
64428,59734-3774,PROFESOR
64429,32394-0284,VECINO
64430,92593-2477,ESTUDIANTE
64431,76776-2692,ESTUDIANTE
64432,30444-8320,PROFESOR
64433,34553-5231,PROFESOR
64434,20865-4633,PADRE
64435,76940-0977,EMPLEADO
64436,15903-9237,PROFESOR
64437,25316-3284,NO_RELACIONADO
64438,14517-2115,VECINO
64439,63816-1386,PADRE
64440,82124-3900,EMPLEADO
64441,37116-0697,PADRE
64442,83442-6257,EGRESADO
64443,95957-4148,NO_RELACIONADO
64444,34644-7732,EMPLEADO
64445,13113-4130,NO_RELACIONADO
64446,92882-7375,PROFESOR
64447,61130-8599,PADRE
64448,70705-7601,VECINO
64449,42748-7566,VECINO
64450,70770-7080,EGRESADO
64451,54283-3204,PROFESOR
64452,34205-2286,NO_RELACIONADO
64453,61686-5006,ESTUDIANTE
64454,32218-3747,PADRE
64455,79164-2527,ESTUDIANTE
64456,02281-6298,PADRE
64457,13476-3984,EGRESADO
64458,30645-8316,EMPLEADO
64459,93954-4552,EMPLEADO
64460,57344-3887,VECINO
64461,09762-1539,EMPLEADO
64462,90336-6892,NO_RELACIONADO
64463,92859-9464,EMPLEADO
64464,76690-1883,VECINO
64465,97739-3294,ESTUDIANTE
64466,75229-0178,NO_RELACIONADO
64467,56547-7136,VECINO
64468,25452-8090,ESTUDIANTE
64469,03575-5290,ESTUDIANTE
64470,35453-3246,NO_RELACIONADO
64471,44257-8296,PROFESOR
64472,93661-7073,ESTUDIANTE
64473,64505-6719,PADRE
64474,75802-4487,PADRE
64475,80083-1114,EMPLEADO
64476,18631-4714,VECINO
64477,40808-6001,ESTUDIANTE
64478,88567-2766,EMPLEADO
64479,82982-4188,PROFESOR
64480,22471-0337,PROFESOR
64481,41861-1979,NO_RELACIONADO
64482,72398-3642,NO_RELACIONADO
64483,42434-7086,EMPLEADO
64484,35658-6260,VECINO
64485,27047-6277,VECINO
64486,80166-7759,PROFESOR
64487,54700-3419,NO_RELACIONADO
64488,46411-2584,EMPLEADO
64489,82452-4317,NO_RELACIONADO
64490,64544-4460,PADRE
64491,99571-7646,EMPLEADO
64492,80182-0867,ESTUDIANTE
64493,07388-4824,PADRE
64494,52148-6633,NO_RELACIONADO
64495,61500-8330,EGRESADO
64496,84512-5444,PADRE
64497,02703-4283,PROFESOR
64498,88137-2822,EGRESADO
64499,91530-5254,EGRESADO
64500,99594-7999,NO_RELACIONADO
64501,56756-7422,ESTUDIANTE
64502,43020-3469,ESTUDIANTE
64503,33954-0355,VECINO
64504,78952-0833,PADRE
64505,23476-9822,EMPLEADO
64506,47306-6825,PADRE
64507,79576-3918,EMPLEADO
64508,97837-2063,EMPLEADO
64509,08773-3853,NO_RELACIONADO
64510,70816-9823,EMPLEADO
64511,57622-0062,NO_RELACIONADO
64512,81547-2257,EMPLEADO
64513,02823-9365,VECINO
64514,14237-6343,VECINO
64515,33049-6016,EMPLEADO
64516,80185-4710,PADRE
64517,10300-2441,EMPLEADO
64518,67247-3399,EMPLEADO
64519,84954-0156,ESTUDIANTE
64520,82952-7515,ESTUDIANTE
64521,78825-8995,ESTUDIANTE
64522,69845-7665,NO_RELACIONADO
64523,26542-6695,NO_RELACIONADO
64524,37116-0771,PADRE
64525,18302-9493,EGRESADO
64526,46757-9936,PADRE
64527,96126-3207,PADRE
64528,77621-3429,EMPLEADO
64529,86764-2705,VECINO
64530,03362-7812,NO_RELACIONADO
64531,01658-2571,EGRESADO
64532,89016-9121,NO_RELACIONADO
64533,66248-6907,NO_RELACIONADO
64534,15692-2436,ESTUDIANTE
64535,29114-7558,EMPLEADO
64536,44601-4311,PROFESOR
64537,40760-5229,ESTUDIANTE
64538,66392-6726,PADRE
64539,24472-8230,PROFESOR
64540,40747-4188,PADRE
64541,74808-6332,EMPLEADO
64542,88084-6519,PADRE
64543,24054-4414,EMPLEADO
64544,17419-2430,VECINO
64545,15364-3972,NO_RELACIONADO
64546,75656-0281,PROFESOR
64547,54022-6844,PROFESOR
64548,45520-3532,ESTUDIANTE
64549,97977-3403,ESTUDIANTE
64550,96011-4260,NO_RELACIONADO
64551,45576-1278,EMPLEADO
64552,99698-3325,VECINO
64553,07619-5634,VECINO
64554,87733-0333,VECINO
64555,84372-5036,ESTUDIANTE
64556,87296-1850,PADRE
64557,45773-3409,PADRE
64558,85270-1789,PADRE
64559,73178-9926,PADRE
64560,31753-3239,EMPLEADO
64561,27581-6854,PADRE
64562,47761-5889,PADRE
64563,99746-5015,ESTUDIANTE
64564,95415-4544,EGRESADO
64565,78184-1751,NO_RELACIONADO
64566,68899-6860,EGRESADO
64567,06356-6591,PROFESOR
64568,03650-0012,PADRE
64569,29885-6403,EGRESADO
64570,30941-3549,EGRESADO
64571,57023-0822,ESTUDIANTE
64572,14354-7714,PADRE
64573,77894-7105,NO_RELACIONADO
64574,16020-3577,PROFESOR
64575,99873-7210,PADRE
64576,50822-9610,EMPLEADO
64577,27751-4285,PADRE
64578,06860-2630,ESTUDIANTE
64579,16028-9502,VECINO
64580,06138-1122,NO_RELACIONADO
64581,85927-9901,NO_RELACIONADO
64582,45435-6277,PADRE
64583,14789-7222,ESTUDIANTE
64584,95742-9418,ESTUDIANTE
64585,10709-3539,PADRE
64586,43721-0822,PADRE
64587,68307-8885,PADRE
64588,68376-8059,EMPLEADO
64589,69386-3176,ESTUDIANTE
64590,47257-2447,EMPLEADO
64591,42531-8832,VECINO
64592,70066-2377,PROFESOR
64593,08964-6117,EMPLEADO
64594,12294-2862,EMPLEADO
64595,41173-7448,PROFESOR
64596,69598-3019,EGRESADO
64597,35328-8206,PROFESOR
64598,94686-9130,VECINO
64599,96924-0231,ESTUDIANTE
64600,63983-8880,ESTUDIANTE
64601,19304-6961,EMPLEADO
64602,66857-4996,ESTUDIANTE
64603,74789-5674,PADRE
64604,41836-0176,NO_RELACIONADO
64605,83565-1935,VECINO
64606,10509-1844,PADRE
64607,59678-1468,EMPLEADO
64608,51126-3216,NO_RELACIONADO
64609,16729-0427,EMPLEADO
64610,21089-8600,VECINO
64611,34871-7660,ESTUDIANTE
64612,30682-1288,VECINO
64613,63931-6747,VECINO
64614,93354-5527,PADRE
64615,20897-1723,PROFESOR
64616,74611-4319,ESTUDIANTE
64617,41559-5311,ESTUDIANTE
64618,65985-3002,PROFESOR
64619,51738-2090,PROFESOR
64620,17248-3317,VECINO
64621,87231-4256,PROFESOR
64622,26513-7945,NO_RELACIONADO
64623,44460-1638,PADRE
64624,42760-7314,PROFESOR
64625,52163-4936,VECINO
64626,31924-0712,EGRESADO
64627,25059-7926,PROFESOR
64628,52944-3187,PADRE
64629,48284-8066,VECINO
64630,11588-5542,PROFESOR
64631,60427-4756,PROFESOR
64632,73858-9374,NO_RELACIONADO
64633,89707-7442,ESTUDIANTE
64634,55832-3786,PROFESOR
64635,21048-8718,PROFESOR
64636,92935-4880,NO_RELACIONADO
64637,82540-0369,PADRE
64638,46633-2108,ESTUDIANTE
64639,16935-9759,NO_RELACIONADO
64640,88763-8600,NO_RELACIONADO
64641,69198-2426,EGRESADO
64642,60484-8197,PROFESOR
64643,18623-0384,VECINO
64644,25179-0840,PADRE
64645,96453-2653,VECINO
64646,46550-5194,ESTUDIANTE
64647,25771-3565,EGRESADO
64648,09872-0366,NO_RELACIONADO
64649,56530-8894,EMPLEADO
64650,17886-5502,EGRESADO
64651,84675-5396,PROFESOR
64652,78743-1702,EMPLEADO
64653,89265-2937,NO_RELACIONADO
64654,96222-7173,ESTUDIANTE
64655,53099-6653,EMPLEADO
64656,10307-6282,EMPLEADO
64657,09555-6761,ESTUDIANTE
64658,78349-7353,EGRESADO
64659,68328-3703,VECINO
64660,24344-2212,VECINO
64661,58800-1865,NO_RELACIONADO
64662,63101-2181,ESTUDIANTE
64663,34620-2823,NO_RELACIONADO
64664,08984-0878,PADRE
64665,31138-2631,PADRE
64666,11230-1831,ESTUDIANTE
64667,63121-6412,PROFESOR
64668,99956-8162,ESTUDIANTE
64669,80219-8580,NO_RELACIONADO
64670,64655-9439,EGRESADO
64671,82592-1535,ESTUDIANTE
64672,89890-5923,PROFESOR
64673,87876-0875,EMPLEADO
64674,76043-2839,VECINO
64675,28563-7389,EMPLEADO
64676,52119-5335,NO_RELACIONADO
64677,86634-2957,EMPLEADO
64678,46971-6869,EMPLEADO
64679,10878-9539,ESTUDIANTE
64680,74560-2165,PROFESOR
64681,71969-7189,PROFESOR
64682,85364-4602,PROFESOR
64683,62551-0346,EMPLEADO
64684,87883-7948,EMPLEADO
64685,73030-5919,NO_RELACIONADO
64686,10670-2145,NO_RELACIONADO
64687,54528-9267,EMPLEADO
64688,11858-3384,PROFESOR
64689,33659-6824,PROFESOR
64690,34718-3205,ESTUDIANTE
64691,58451-6816,PROFESOR
64692,08267-8604,EGRESADO
64693,58669-7262,ESTUDIANTE
64694,80481-0059,VECINO
64695,99634-5551,VECINO
64696,59429-9379,EGRESADO
64697,83585-3369,EGRESADO
64698,44754-5611,PROFESOR
64699,32120-5416,PADRE
64700,84502-8798,ESTUDIANTE
64701,27339-8716,EMPLEADO
64702,60120-1975,EMPLEADO
64703,34528-5695,PROFESOR
64704,88131-3757,PADRE
64705,97816-8733,PADRE
64706,51049-7268,EMPLEADO
64707,81075-5580,EGRESADO
64708,24912-5073,VECINO
64709,39027-7571,NO_RELACIONADO
64710,84250-8426,EGRESADO
64711,52454-0692,PADRE
64712,73854-4935,PADRE
64713,04285-4604,NO_RELACIONADO
64714,52839-4421,VECINO
64715,70368-5638,PADRE
64716,61565-4070,EMPLEADO
64717,19077-1817,PADRE
64718,90630-3281,NO_RELACIONADO
64719,76373-8661,VECINO
64720,13346-6231,PROFESOR
64721,91756-2574,VECINO
64722,71083-0634,EGRESADO
64723,76729-0819,NO_RELACIONADO
64724,61411-5500,ESTUDIANTE
64725,92931-2174,NO_RELACIONADO
64726,40570-0075,EMPLEADO
64727,86337-1170,ESTUDIANTE
64728,41297-2896,EGRESADO
64729,55688-1216,EMPLEADO
64730,17213-5095,NO_RELACIONADO
64731,34776-6578,PROFESOR
64732,77070-2679,PADRE
64733,42722-2774,EGRESADO
64734,58044-2447,PADRE
64735,97365-9121,VECINO
64736,33267-0091,PADRE
64737,88535-7217,PROFESOR
64738,15299-0667,NO_RELACIONADO
64739,00442-0784,PROFESOR
64740,02197-6568,EMPLEADO
64741,85041-6470,EMPLEADO
64742,74230-5068,VECINO
64743,07174-5564,VECINO
64744,89824-2881,PADRE
64745,37730-4004,EMPLEADO
64746,35750-0800,PADRE
64747,94948-3476,PADRE
64748,60892-4812,PADRE
64749,45621-2055,VECINO
64750,78758-1486,EGRESADO
64751,03935-7985,NO_RELACIONADO
64752,28933-0279,NO_RELACIONADO
64753,88702-2262,PADRE
64754,09541-5278,PADRE
64755,62777-5770,PADRE
64756,72393-9226,NO_RELACIONADO
64757,17058-0294,PROFESOR
64758,62274-7186,NO_RELACIONADO
64759,25660-6199,EMPLEADO
64760,87692-4676,PROFESOR
64761,93148-5161,PADRE
64762,22687-6137,EGRESADO
64763,22876-6749,PADRE
64764,52405-7884,ESTUDIANTE
64765,71614-6233,EGRESADO
64766,62187-8778,EMPLEADO
64767,41886-8049,ESTUDIANTE
64768,86342-2247,EGRESADO
64769,88998-4814,EMPLEADO
64770,50493-8352,ESTUDIANTE
64771,19025-0979,ESTUDIANTE
64772,00829-4742,ESTUDIANTE
64773,18486-1219,EGRESADO
64774,53893-7972,VECINO
64775,97805-5282,EMPLEADO
64776,03201-5868,EMPLEADO
64777,41440-2255,PROFESOR
64778,37770-8008,PADRE
64779,69789-4785,NO_RELACIONADO
64780,63536-6037,ESTUDIANTE
64781,28345-2973,PROFESOR
64782,85995-2674,PADRE
64783,72271-5599,EMPLEADO
64784,15426-4738,PROFESOR
64785,24386-1057,PADRE
64786,85634-8774,EGRESADO
64787,65859-9769,VECINO
64788,45186-3761,NO_RELACIONADO
64789,49168-1906,EGRESADO
64790,44362-9582,PADRE
64791,65067-0928,EMPLEADO
64792,12043-0031,EGRESADO
64793,10885-8688,PROFESOR
64794,61347-8757,ESTUDIANTE
64795,65176-7172,EMPLEADO
64796,20681-2620,ESTUDIANTE
64797,89626-8666,PADRE
64798,83422-1484,PADRE
64799,10656-0133,NO_RELACIONADO
64800,98468-2502,NO_RELACIONADO
64801,95477-8040,PROFESOR
64802,95161-7015,VECINO
64803,03328-3290,EMPLEADO
64804,79046-2524,VECINO
64805,51754-9206,EMPLEADO
64806,71378-3839,NO_RELACIONADO
64807,69408-2330,NO_RELACIONADO
64808,41744-5222,EMPLEADO
64809,65205-4419,NO_RELACIONADO
64810,37580-2773,NO_RELACIONADO
64811,53865-8238,ESTUDIANTE
64812,96990-5492,ESTUDIANTE
64813,75126-2102,EGRESADO
64814,95878-2836,PROFESOR
64815,28790-7702,PADRE
64816,29268-1304,PROFESOR
64817,02502-6989,EGRESADO
64818,08908-3939,ESTUDIANTE
64819,67513-1622,ESTUDIANTE
64820,05330-1549,ESTUDIANTE
64821,42241-5954,PROFESOR
64822,73500-4494,PROFESOR
64823,06099-4238,PROFESOR
64824,08806-9038,NO_RELACIONADO
64825,56310-1037,ESTUDIANTE
64826,73521-9282,NO_RELACIONADO
64827,79039-2505,VECINO
64828,70152-8669,PADRE
64829,73748-3983,PADRE
64830,27294-1205,NO_RELACIONADO
64831,04459-1278,PADRE
64832,17000-9656,VECINO
64833,35158-7141,EMPLEADO
64834,94378-0999,ESTUDIANTE
64835,87011-6366,EGRESADO
64836,20848-7623,VECINO
64837,48197-7474,EGRESADO
64838,20074-4793,PROFESOR
64839,39573-2130,PADRE
64840,04249-2025,EGRESADO
64841,00082-4157,PADRE
64842,03638-8612,PROFESOR
64843,55559-1172,EGRESADO
64844,50186-3168,ESTUDIANTE
64845,57079-0066,PROFESOR
64846,09798-1518,VECINO
64847,59406-0732,NO_RELACIONADO
64848,03285-2361,VECINO
64849,73353-6522,PROFESOR
64850,15694-5597,PADRE
64851,65414-9663,ESTUDIANTE
64852,09969-4828,EMPLEADO
64853,31437-1870,PADRE
64854,07255-7361,PADRE
64855,01897-1459,PROFESOR
64856,09867-8187,EMPLEADO
64857,46042-8299,VECINO
64858,02940-4681,VECINO
64859,98237-1846,VECINO
64860,78488-2620,PADRE
64861,28409-7890,PADRE
64862,30511-9451,PROFESOR
64863,24269-5794,EMPLEADO
64864,53762-8767,EMPLEADO
64865,62454-7880,EGRESADO
64866,73176-7551,EMPLEADO
64867,07999-6831,EGRESADO
64868,30022-4036,EMPLEADO
64869,92796-0782,PROFESOR
64870,98578-6547,EMPLEADO
64871,05753-1650,PADRE
64872,83076-6247,VECINO
64873,57172-1160,NO_RELACIONADO
64874,87870-7843,PROFESOR
64875,87283-0933,EMPLEADO
64876,11999-0846,EMPLEADO
64877,76704-1369,EMPLEADO
64878,49321-9797,EMPLEADO
64879,05923-3426,PROFESOR
64880,03388-4783,ESTUDIANTE
64881,06334-6274,VECINO
64882,31708-9859,EMPLEADO
64883,30858-9301,ESTUDIANTE
64884,46597-6884,NO_RELACIONADO
64885,50823-3799,PADRE
64886,50896-0268,ESTUDIANTE
64887,08150-7731,PROFESOR
64888,93932-8454,VECINO
64889,52730-0181,NO_RELACIONADO
64890,13630-9887,VECINO
64891,42837-1471,ESTUDIANTE
64892,68270-8767,PADRE
64893,32029-0538,VECINO
64894,83497-8246,EGRESADO
64895,45473-9964,VECINO
64896,83537-7512,ESTUDIANTE
64897,54728-9607,EMPLEADO
64898,63093-5077,PROFESOR
64899,73506-6831,PADRE
64900,51264-5048,PROFESOR
64901,18057-2085,VECINO
64902,00019-0746,EMPLEADO
64903,91575-3511,VECINO
64904,42238-9543,PROFESOR
64905,35429-1674,EMPLEADO
64906,16923-8634,EMPLEADO
64907,10596-9472,PROFESOR
64908,08429-3100,EGRESADO
64909,94364-8331,EGRESADO
64910,31665-2528,EMPLEADO
64911,08894-9576,EMPLEADO
64912,47841-2896,PADRE
64913,42455-7982,PADRE
64914,18815-3193,EMPLEADO
64915,96446-3988,PROFESOR
64916,44915-9461,EGRESADO
64917,94856-7676,EGRESADO
64918,41447-7139,EMPLEADO
64919,84138-4087,PROFESOR
64920,65810-5701,EGRESADO
64921,95572-9381,ESTUDIANTE
64922,00549-4533,VECINO
64923,15502-2339,NO_RELACIONADO
64924,98284-7621,EGRESADO
64925,85774-4066,EGRESADO
64926,42903-4363,ESTUDIANTE
64927,07457-4664,EGRESADO
64928,79764-6079,NO_RELACIONADO
64929,84722-1625,NO_RELACIONADO
64930,00148-6429,VECINO
64931,98108-7395,PROFESOR
64932,64165-0576,VECINO
64933,53072-9895,NO_RELACIONADO
64934,07431-2722,VECINO
64935,59009-9243,EMPLEADO
64936,04963-3120,PADRE
64937,53746-8843,ESTUDIANTE
64938,44807-7555,VECINO
64939,56761-2906,EMPLEADO
64940,53558-6170,ESTUDIANTE
64941,55847-4461,NO_RELACIONADO
64942,61447-4654,VECINO
64943,36496-0667,VECINO
64944,02565-6950,VECINO
64945,58046-6975,VECINO
64946,64284-4414,PROFESOR
64947,43710-2939,NO_RELACIONADO
64948,56923-1217,ESTUDIANTE
64949,12973-0984,NO_RELACIONADO
64950,04614-3936,PROFESOR
64951,84707-4010,EGRESADO
64952,88231-1621,PADRE
64953,57092-9786,NO_RELACIONADO
64954,93078-0645,PADRE
64955,39515-7713,EMPLEADO
64956,01751-8980,ESTUDIANTE
64957,90195-9701,VECINO
64958,06028-3309,EMPLEADO
64959,42683-8868,ESTUDIANTE
64960,70105-4272,ESTUDIANTE
64961,28129-4232,EMPLEADO
64962,33081-3515,PADRE
64963,16369-2606,NO_RELACIONADO
64964,59145-4089,PADRE
64965,49711-8538,NO_RELACIONADO
64966,93608-7221,NO_RELACIONADO
64967,62522-2176,VECINO
64968,35681-2218,PADRE
64969,93134-6164,PROFESOR
64970,60105-0945,ESTUDIANTE
64971,73054-0761,VECINO
64972,47824-7527,PROFESOR
64973,67344-3532,PROFESOR
64974,03633-9184,PADRE
64975,46937-6396,PROFESOR
64976,78357-2346,VECINO
64977,07197-7088,NO_RELACIONADO
64978,74101-4545,PROFESOR
64979,01704-6585,EGRESADO
64980,56299-4082,PADRE
64981,02752-7344,EMPLEADO
64982,96404-3039,NO_RELACIONADO
64983,23658-8104,VECINO
64984,79341-7031,VECINO
64985,83560-1878,ESTUDIANTE
64986,52111-9803,ESTUDIANTE
64987,19182-7822,VECINO
64988,52063-5388,EMPLEADO
64989,87033-8239,PADRE
64990,85196-1428,EMPLEADO
64991,74386-1521,EMPLEADO
64992,29925-7259,NO_RELACIONADO
64993,48345-8164,PADRE
64994,74947-8796,EGRESADO
64995,88759-4936,PADRE
64996,48870-7244,PROFESOR
64997,28518-4330,VECINO
64998,72748-1241,VECINO
64999,70062-6211,ESTUDIANTE
65000,94340-5108,PADRE
65001,48617-7737,ESTUDIANTE
65002,98098-5928,NO_RELACIONADO
65003,61254-2689,PROFESOR
65004,22739-6902,ESTUDIANTE
65005,99134-7193,EGRESADO
65006,24092-5912,EMPLEADO
65007,77762-8409,EMPLEADO
65008,44554-7111,EGRESADO
65009,99259-5319,PADRE
65010,23913-6816,PROFESOR
65011,87148-0353,VECINO
65012,62798-4580,ESTUDIANTE
65013,77239-0937,ESTUDIANTE
65014,68326-5803,EMPLEADO
65015,29497-2464,EMPLEADO
65016,14563-5086,VECINO
65017,79064-2182,EMPLEADO
65018,54423-0405,EMPLEADO
65019,08723-3602,PADRE
65020,05170-4483,NO_RELACIONADO
65021,24957-1858,PROFESOR
65022,68872-0872,ESTUDIANTE
65023,16074-6068,VECINO
65024,86276-1400,VECINO
65025,37790-4087,EGRESADO
65026,97803-9105,ESTUDIANTE
65027,19862-0523,PROFESOR
65028,57077-0936,ESTUDIANTE
65029,17723-0862,EMPLEADO
65030,70762-0962,VECINO
65031,31596-3740,NO_RELACIONADO
65032,37813-4969,NO_RELACIONADO
65033,89372-5987,PROFESOR
65034,97917-0337,VECINO
65035,75134-8875,EGRESADO
65036,38387-3404,VECINO
65037,09265-9534,PROFESOR
65038,52462-3436,VECINO
65039,02806-5405,PROFESOR
65040,77975-7097,PADRE
65041,03043-1936,NO_RELACIONADO
65042,36544-4268,NO_RELACIONADO
65043,07320-1327,VECINO
65044,51537-1487,EMPLEADO
65045,31215-6679,PADRE
65046,61053-8980,PADRE
65047,36332-2408,NO_RELACIONADO
65048,78182-8780,PROFESOR
65049,99284-3759,PROFESOR
65050,06399-6364,VECINO
65051,21156-2019,EGRESADO
65052,00279-5903,PROFESOR
65053,54450-5243,EMPLEADO
65054,31462-0206,EMPLEADO
65055,40396-3003,VECINO
65056,50745-3458,EGRESADO
65057,63421-5507,PROFESOR
65058,08045-5151,NO_RELACIONADO
65059,65741-8034,ESTUDIANTE
65060,21361-2396,EGRESADO
65061,94650-5110,NO_RELACIONADO
65062,56733-2806,EMPLEADO
65063,06547-8605,EMPLEADO
65064,26422-6967,ESTUDIANTE
65065,81776-4201,VECINO
65066,37696-9043,NO_RELACIONADO
65067,45688-8234,NO_RELACIONADO
65068,51069-4135,VECINO
65069,49288-7821,VECINO
65070,98145-2542,PADRE
65071,27186-8386,PROFESOR
65072,46417-3431,EGRESADO
65073,07131-1158,PADRE
65074,61213-9123,ESTUDIANTE
65075,80263-6729,EGRESADO
65076,31576-3146,EMPLEADO
65077,02472-9220,EGRESADO
65078,37437-0138,EMPLEADO
65079,62027-3516,EGRESADO
65080,30384-0016,EMPLEADO
65081,90104-6850,EMPLEADO
65082,26788-1450,PROFESOR
65083,65070-4233,EGRESADO
65084,76016-2635,EMPLEADO
65085,73737-4237,PADRE
65086,00854-6673,NO_RELACIONADO
65087,61898-8538,PROFESOR
65088,05250-4879,PADRE
65089,98661-1434,PROFESOR
65090,43373-5554,ESTUDIANTE
65091,94442-3703,VECINO
65092,37718-2648,PROFESOR
65093,07467-7650,PROFESOR
65094,54471-6526,PROFESOR
65095,60679-9775,PADRE
65096,57183-3176,PROFESOR
65097,19717-5236,EGRESADO
65098,76146-1176,ESTUDIANTE
65099,65795-2725,EGRESADO
65100,48985-5620,NO_RELACIONADO
65101,75205-9431,PADRE
65102,28194-5090,EGRESADO
65103,05547-4973,EMPLEADO
65104,27970-7798,EGRESADO
65105,20213-8429,PADRE
65106,53445-3969,VECINO
65107,75669-5468,VECINO
65108,29986-3168,NO_RELACIONADO
65109,85107-6897,PADRE
65110,00059-8725,EGRESADO
65111,78753-5997,EMPLEADO
65112,01712-3084,PROFESOR
65113,45234-1129,EMPLEADO
65114,88713-3075,PROFESOR
65115,31863-0417,NO_RELACIONADO
65116,95914-8566,ESTUDIANTE
65117,48628-8894,PROFESOR
65118,77693-7078,VECINO
65119,73455-0624,ESTUDIANTE
65120,46489-7422,ESTUDIANTE
65121,68562-5811,ESTUDIANTE
65122,43591-0213,PROFESOR
65123,59886-6158,PROFESOR
65124,71668-6694,VECINO
65125,99397-5350,ESTUDIANTE
65126,91708-4483,EMPLEADO
65127,12378-0309,PADRE
65128,37386-3155,ESTUDIANTE
65129,92329-4166,EMPLEADO
65130,14723-9322,NO_RELACIONADO
65131,17084-5236,ESTUDIANTE
65132,87705-8102,VECINO
65133,28212-9063,ESTUDIANTE
65134,70382-2082,EGRESADO
65135,21575-3451,NO_RELACIONADO
65136,33156-1395,EMPLEADO
65137,13805-2836,PROFESOR
65138,22691-4038,EMPLEADO
65139,23755-3739,EGRESADO
65140,06785-5370,PADRE
65141,71505-7033,NO_RELACIONADO
65142,38561-6202,ESTUDIANTE
65143,30613-0760,PROFESOR
65144,17687-3078,ESTUDIANTE
65145,24931-9091,EGRESADO
65146,54121-2527,PROFESOR
65147,49542-2334,NO_RELACIONADO
65148,63906-1748,VECINO
65149,99699-8814,NO_RELACIONADO
65150,49132-6906,PROFESOR
65151,06046-3367,EGRESADO
65152,14515-5886,EGRESADO
65153,66028-7880,ESTUDIANTE
65154,24530-4486,ESTUDIANTE
65155,19422-8165,PADRE
65156,40380-7166,PADRE
65157,77436-2923,PADRE
65158,72837-7036,EMPLEADO
65159,03276-8250,PADRE
65160,21559-5756,PROFESOR
65161,65852-9102,NO_RELACIONADO
65162,59386-0137,NO_RELACIONADO
65163,86010-1031,PADRE
65164,62672-4725,ESTUDIANTE
65165,66791-4272,ESTUDIANTE
65166,70999-3197,EGRESADO
65167,40814-6228,ESTUDIANTE
65168,73905-9098,EMPLEADO
65169,62099-8086,VECINO
65170,33583-0469,PROFESOR
65171,82702-5116,PADRE
65172,32350-8357,NO_RELACIONADO
65173,34257-6059,EGRESADO
65174,50924-3250,EMPLEADO
65175,90160-0295,VECINO
65176,88103-5653,EMPLEADO
65177,78079-6467,ESTUDIANTE
65178,14543-7464,PADRE
65179,24332-5891,PROFESOR
65180,34879-2642,EMPLEADO
65181,33165-9629,NO_RELACIONADO
65182,11960-7210,EGRESADO
65183,14502-7252,VECINO
65184,63745-9855,PROFESOR
65185,16458-9807,VECINO
65186,87267-2257,EGRESADO
65187,17054-8587,VECINO
65188,47553-4955,NO_RELACIONADO
65189,12805-3302,ESTUDIANTE
65190,97503-4561,PADRE
65191,02244-3455,ESTUDIANTE
65192,93016-2218,EMPLEADO
65193,28268-3626,VECINO
65194,08247-1970,VECINO
65195,19103-5170,VECINO
65196,81380-8641,PROFESOR
65197,39841-9302,EMPLEADO
65198,83885-5437,ESTUDIANTE
65199,16297-0434,PROFESOR
65200,62288-3339,EMPLEADO
65201,06579-9716,EGRESADO
65202,94658-0893,EMPLEADO
65203,23383-8259,PADRE
65204,81953-3221,EMPLEADO
65205,16868-1096,NO_RELACIONADO
65206,81752-4907,ESTUDIANTE
65207,25025-1931,EGRESADO
65208,40929-3366,EMPLEADO
65209,65023-4459,EGRESADO
65210,09480-6963,ESTUDIANTE
65211,86208-6521,PADRE
65212,63466-4408,ESTUDIANTE
65213,08877-9546,PROFESOR
65214,99835-6920,PROFESOR
65215,62417-3701,ESTUDIANTE
65216,35257-0936,NO_RELACIONADO
65217,26840-8066,PROFESOR
65218,15817-5126,NO_RELACIONADO
65219,91206-6044,EMPLEADO
65220,74541-0787,EGRESADO
65221,28763-1593,NO_RELACIONADO
65222,56496-7799,PROFESOR
